ID,sex,LDSR_CERCZM_BLUP,SRSR_COLLGR_BLUP,LDSR_CORBNE_BLUP,ERSR_GIBBFU_BLUP,ERSR_GIBBZE_BLUP,LDSR_NLBR1_BLUP,LDSR_PUCCPY_BLUP,LDSR_TARSC_BLUP,YLD_BE_BLUP,AGSPP_BLUP,RTLP_BLUP,STLP_BLUP,TWT_BE_BLUP,MST_BE_BLUP
53,M,0.07661824,-1.757271493,-1.031543926,-1.045007647,-0.475130711,0.707278168,1.764900913,0.183910907,6.866172605,-2.670104947,0.595863452,-0.614266545,0.304732892,1.708237548
54,M,-0.376705826,-2.474789422,-0.900876846,-0.96128379,0.411400619,-0.066267398,0.552744894,-0.009001305,-2.392865588,-5.312454718,-2.51664134,1.842030142,-0.388123047,1.5851965
55,F,-0.968676572,-0.933617948,-0.095687863,-1.401046558,1.301650954,-0.501160793,-1.033305253,-0.000985454,4.841444994,3.162398189,1.458897128,0.555641815,0.130387316,-0.713177145
56,M,-0.296630798,-0.504819976,1.607167852,0.898800405,-1.361869859,1.88688497,-0.118889505,-0.049392389,-10.2140272,-2.143594129,-6.143773268,1.191903971,1.190495465,-2.15745412
57,M,-0.473107048,-1.089111313,-0.443229246,-0.914293331,0.914685523,-0.877670233,-0.126863826,-0.147531859,12.02137149,-8.270616523,-1.122807667,-0.050653519,-0.835351064,2.031283797
58,F,0.123065528,0.849330956,0.665833028,-0.176031984,-0.652433787,0.187132712,1.136016777,0.100119763,7.011124736,-6.384560646,2.071267194,0.972836178,-0.632648004,-0.104074945
59,M,1.013576995,-1.401352105,0.405822946,-1.44861496,0.406767943,-1.202210135,0.480770226,-0.06801577,2.518202629,-2.91978185,-5.965695694,-2.866603284,0.37682148,-1.288352238
60,F,-0.348952321,-0.168409802,0.22966974,0.002456675,0.331282869,-0.771396158,-0.571952535,-0.046286573,8.52668271,3.673229812,-2.331697189,0.271301681,0.350452621,1.469448052
61,M,0.478143731,-1.061368113,0.601046137,-1.668941726,0.714565423,-0.079101649,-0.183317998,-0.040687116,5.818399403,6.486768388,2.467804957,-0.335855476,-0.743588916,0.777861788
62,M,0.020613692,-0.662481259,0.021873106,0.552296151,1.511960621,0.066369352,-2.676790927,-0.297173366,10.44669459,0.76767535,1.095101201,0.587650719,-1.297568522,-0.634814102
63,F,1.049156549,-1.17250308,0.79653417,0.586187081,0.152999379,0.845694738,-0.837507946,0.029182863,2.852973955,8.387439486,-1.320728815,0.946310616,-0.141030209,1.492124331
64,F,0.451404233,0.526458618,0.099653478,0.915700593,-0.070259042,-0.512418724,-0.318770833,-0.179116621,6.822001532,-8.402532359,0.053845098,0.313149916,-0.849724929,-1.649450957
65,F,0.123954993,-1.638998017,-0.41255979,-0.344404734,0.16903904,-0.005972266,0.169781549,-0.076346057,4.880110781,6.871819162,2.793113654,-0.285391201,-0.985421794,2.329155711
66,M,-1.119208197,-0.528323607,-0.484089435,-1.500781805,0.604334911,-1.440237316,-0.119268639,-0.064288233,0.306365658,7.81652723,2.991313023,1.585347092,0.999932057,1.001223338
67,F,-0.597152012,-1.188892319,0.897089864,-0.923104668,0.448022643,-0.189674916,-0.469447996,-0.075098005,14.40820809,-2.339940891,1.104443478,0.715710305,0.168945624,0.088096064
68,M,0.217581253,-1.018624963,0.468554618,-1.704673356,1.397251074,-0.055827324,-0.660745238,0.041521782,-4.408020849,-2.841669072,0.872123469,0.673055459,0.676775374,-0.594423298
69,M,0.837493959,-1.170475,-0.58259337,0.490495947,-0.235766402,0.181986436,0.035270997,-0.043792849,-7.819728621,-0.94500227,-2.619816276,-0.548377542,0.479141776,-2.708261804
70,M,-0.666006961,-0.302023548,1.004153523,-0.103537602,-0.245355852,0.941176321,-0.109758982,0.132252785,11.79347123,5.776189363,0.407491722,1.216891547,-0.448968742,1.82356327
71,F,-0.598098015,-1.151786873,-1.24279434,0.763765641,1.035236554,-0.333964958,-0.62324876,0.033701389,12.67836044,-5.858173527,0.767092159,-0.395961592,-0.272648149,2.671931585
72,M,0.342289986,-1.424076487,-0.284590532,-0.277354494,-0.00309625,0.477938455,0.933993143,-0.005339074,-14.92127863,-10.56729148,5.299300346,-2.152125563,0.979148475,-2.785326311
73,M,0.7482337,-0.440437988,0.405766986,-2.249833349,0.381627126,-0.740786771,1.067483071,0.064684866,15.22384416,-7.627812298,-4.76094153,-0.575763522,0.15659812,1.686644586
74,F,0.929507185,-1.12582806,-0.897103214,1.481392691,0.218940609,-1.054728946,-0.870688139,-0.060097808,9.093319189,4.622706868,-3.913564182,1.403317688,-1.628090085,-1.761155158
75,M,-0.532766108,-1.957485234,-0.010304573,1.397065407,-0.254136523,0.629029307,-0.181593745,0.018114573,4.008852738,-1.911755076,-2.555556731,0.402092519,-0.228738718,1.529106155
76,M,-0.086439741,-0.729928176,-2.003876684,-0.14751825,0.211359858,-0.158009691,-0.205744906,0.105415758,-6.374118876,9.320738754,-2.207892619,0.178790102,1.71478428,-0.836520388
77,M,-0.048247252,-0.630794591,0.744827424,-1.848898683,-0.124231592,-0.203998615,0.797564067,0.164440691,17.42549974,2.635128458,-4.80305996,-0.265163454,0.643463754,1.417476746
78,F,-0.873340847,-1.213303269,0.28786812,0.858667187,0.396214499,0.064504434,-1.736588375,-0.24171142,15.975177,1.5714908,2.186255951,0.228792063,-0.47360083,-1.434813828
79,M,0.462101137,-1.194096097,0.171931684,-0.663369546,1.018741601,0.400776701,-0.707856003,0.003117554,5.160199432,-10.80150824,-1.275793235,-1.256630967,1.300409256,-1.390054728
80,F,-0.09494982,-0.589315388,-1.015582279,1.039626052,1.367476989,-0.415697346,-2.042883929,-0.152444942,6.099960733,0.024958241,-0.412056057,0.801576571,-0.04045212,1.070512637
81,F,-0.138202741,-0.601624635,-1.178068653,-0.060665984,1.198535916,0.049886262,-1.174316433,-0.01062753,4.401554863,-4.447054652,-2.00314411,-0.216630741,-0.105861737,-1.18090737
82,F,-0.023932558,-0.623966213,-0.114154704,0.568228661,-0.184716241,1.52936568,-0.732812355,-0.028747873,15.95292762,-3.377038912,2.168970119,0.541375651,0.379658846,-1.380429313
83,F,0.553722433,-0.395127008,-0.857754715,1.257550249,0.093183528,0.671788661,-0.469781481,-0.057776696,1.131822929,-5.928702717,0.286008413,1.091759349,-1.88434758,-2.061797891
84,M,-0.77700456,0.22117437,-0.555129815,-0.493166679,-0.532405071,-1.841228247,0.648190479,0.017683162,4.780706745,16.2820552,-2.477235322,1.168445621,-0.575628579,1.043296904
85,M,0.886977327,-1.290701402,-0.580704773,-1.320499539,1.104387869,0.061954626,-0.222767993,-0.013641043,5.304543212,-3.651942407,-1.548961822,-1.330827699,0.188725632,1.062756178
86,F,0.08320806,-1.707929395,-0.057586531,-0.655593411,-1.229530971,0.261131412,1.712940409,-0.058995933,6.554438655,5.058322641,-3.204538669,-0.485749469,-1.471966904,2.340057129
87,M,0.148684012,0.177766209,-0.912289557,1.179613921,1.034417129,0.611623515,-2.281057492,-0.166018148,10.19778409,0.562830892,0.755656684,0.013181608,0.188026912,-0.155725977
88,F,-0.41888864,-0.463222188,0.192378373,-0.769957561,-0.70457157,0.366998735,0.150123849,-0.04509147,0.92231084,8.234884125,-2.826250725,-0.289511609,0.544395792,-2.192377552
89,F,-0.364497036,0.47673122,-0.098861306,-1.349600605,1.172181785,-0.311200072,-1.015141474,0.023019987,5.810947958,3.029386491,-1.634285621,1.210514832,-0.665734407,-0.391821224
90,M,-0.078560741,-1.712838234,1.342348397,0.572578075,-1.14390547,0.915729265,0.525353772,-0.107822926,-0.291730089,4.153892819,1.198182445,-1.242298195,0.97203016,1.3029744
91,F,0.136249035,-1.724492958,0.597358177,0.535248393,1.095632748,0.386904137,-1.897702643,-0.085216983,-1.851207394,10.00190243,0.246198021,-1.408920936,0.128659303,0.71336771
92,M,-0.055520398,-1.136503133,0.081503387,-0.774657451,-0.526768033,-0.262345513,1.426211058,0.003564701,-2.070339057,-6.834802985,1.311391625,1.799625882,-0.678813557,-0.793749044
93,F,-0.384264743,-0.310838697,-1.197753893,0.014454357,-0.039652756,-0.154535208,0.757207472,0.09674731,11.02487008,-0.861136169,-0.906669736,-0.674356759,-0.676834119,2.574099415
94,M,0.275642506,-1.189513386,0.348746086,0.59607442,0.557595491,-0.211761822,-0.336237617,0.159886653,-11.6692281,0.614218753,-4.015190034,1.989634471,1.803214152,3.298399462
95,F,0.2850129,-0.258939271,-0.95707394,0.796810448,-0.379631788,-0.3315956,0.420016621,0.026373298,1.565299121,2.436707368,3.56242703,0.077969446,-1.255083186,-2.702911783
96,F,-0.082671135,-0.597585952,0.742066184,0.269777202,0.621998454,0.159775463,-0.139613856,0.082547184,2.303561764,0.162553556,1.106419762,-1.722885071,-1.076349459,2.57736568
97,F,0.292287581,-0.645348292,-0.42765255,0.135662285,0.477698244,-0.18590452,-0.495436816,0.259548029,-1.864379709,11.77909317,0.993547274,1.376959351,0.44674922,-1.210324982
98,M,-0.612119254,-0.817007502,0.152544862,0.950959793,-0.714680491,1.610543821,0.094624088,0.045684492,5.765439745,-1.818929244,-0.400783563,0.699951656,1.086524744,2.490713302
99,M,-0.384393964,0.725441114,0.350832702,-1.666424939,2.624270347,1.017198936,-2.556522747,0.035591809,9.454776603,-0.516112089,2.695508731,-0.132730714,-0.315248353,1.153810293
100,M,-0.558435907,-1.742521917,-0.184968792,0.416835202,0.036810681,0.001604974,0.028560998,0.032589037,1.705175147,-6.31656502,-0.471882541,0.141664769,0.74892063,-1.339388476
101,M,-0.100741789,-1.147786235,0.118372963,-0.533736311,2.297004052,-0.879984095,-1.712852094,0.155501216,4.804125773,0.789163733,-3.043108366,-0.44056626,0.323086395,1.895724024
102,M,-0.018023302,0.750902238,0.654305026,-2.359787493,0.730858866,-0.501176552,-0.353255965,-0.127047411,20.43342438,-1.607493202,-0.97362806,-2.034240195,0.742180123,0.41694315
103,F,0.286139896,-0.543758419,0.061826395,1.145530781,-1.017566891,0.006805542,0.936690343,0.013411181,-13.21981847,2.164328534,-1.946978727,-2.290366609,0.60056964,-0.969619224
104,M,-0.296435303,-0.106380172,-1.203666143,-0.773311487,0.132448513,-0.681588575,1.165582556,0.151889975,-1.77638736,-4.755821871,1.487632671,-0.26989911,-0.366887743,-1.524817566
105,M,-1.07794658,-1.679559096,-0.884795444,-0.059160767,0.309623472,0.43667087,-0.552871904,-0.101348962,0.79530391,1.458256119,-4.210417846,0.375877718,0.032992873,1.984156376
106,F,0.278033816,-3.629830407,0.024715916,-0.465153646,1.725373973,-0.185295095,-1.132207418,-0.115612113,25.67418459,-4.924150272,0.238790279,0.69579262,-2.324274657,4.13109178
107,F,-0.432668243,-2.637536537,0.837975484,-0.723819688,1.179280276,-0.981273293,-1.369502187,-0.108534152,18.06134476,7.210835321,2.571178109,-1.001583661,0.063291057,-0.080115725
108,F,-0.334174266,-0.814453423,0.40737801,0.014793897,-0.382209723,0.745052925,-0.184498156,-0.131418692,-7.088675211,0.621457799,2.638519043,2.772125946,0.919776117,0.240602646
109,M,-0.620784824,-1.861678021,-0.408861162,-0.765855776,1.74892408,0.087184029,-1.425391903,-0.052460032,24.00824984,-1.603691413,-3.281142242,-0.017177415,-1.372387331,4.887955289
110,F,-0.812572961,-0.954675359,-0.171447177,1.495179495,-0.163373361,1.110431866,-0.638627129,-0.006780281,-6.929938909,-0.952660291,2.453974888,-0.250905116,0.552116085,-1.371569211
111,M,-0.165181433,0.289339037,-0.113192659,-0.24762268,2.416644344,-0.631698979,-2.392608283,-0.065141263,4.982291166,-5.487823439,-0.681279764,-1.222920318,1.076691187,1.228503584
112,F,0.061944044,-0.982217807,-0.971829692,-2.942889738,2.053547078,-1.006614302,-0.679842414,-0.047355578,18.09959428,-0.032404024,-0.126988194,0.074398564,-0.546394779,2.308302729
113,F,0.365636265,0.600952312,0.904344118,0.112336339,-0.226539487,0.147743004,0.02332378,0.055202373,-7.757167385,-2.313575721,-2.928842229,-2.588962218,1.370903571,-3.20538429
114,F,0.566711865,-1.231571893,1.292977182,0.309724452,1.763562198,0.484110379,-2.753302876,-0.049594144,7.681088096,-1.484103007,-1.450564945,-0.033884208,1.262984647,-0.613475418
115,F,-0.524036378,-1.582658633,-0.827625478,-1.917548709,2.893765165,0.104913616,-1.499478711,-0.076999739,18.32512863,-0.774921339,4.9463914,-0.348597139,-2.881182317,6.450918076
116,M,-0.473868362,-1.11539202,0.818194052,0.642673047,0.922792746,-0.662576372,-1.398903896,0.046243537,7.335400642,2.850701267,-1.022455733,0.359239736,0.18345402,-0.164857155
117,F,-1.015921875,-1.740271821,-0.670379935,-1.917466759,0.642825813,0.121052208,0.599404297,0.033945598,14.85650331,-11.53064065,0.109543538,0.825941371,0.043818426,1.22545042
118,F,0.327656372,-0.285279978,0.12588382,-1.339314352,1.526546749,-0.660611884,-0.932992206,-0.156105903,4.171205371,-0.730093983,-1.759027452,-3.814484928,-0.27449225,0.89806579
119,M,-0.303005585,-0.508104352,0.05132712,0.163344576,0.029173892,0.417747707,-0.396060373,-0.08573374,10.7128709,-5.807733313,2.276651357,1.12159108,-0.615277397,-1.732211827
120,M,0.031601005,-1.854723983,-0.781990358,2.641810509,0.20918044,0.128534743,-0.266011763,0.017681754,-16.06857751,-18.31127622,2.172976097,0.579105309,1.507804397,-2.413508466
121,M,0.134932349,-1.027388802,-0.950360904,0.927148069,0.375420566,-0.039226132,-0.393879424,0.040494477,-10.73881407,1.173358642,1.516260124,-0.980511187,1.32376446,-0.955138074
122,M,-0.086799072,-0.215528592,1.132631103,-0.728203048,-0.104806295,0.100843503,0.14831377,-0.098601791,-2.737756465,-2.149750673,3.087859056,0.96927526,0.997763665,0.290750963
123,F,-0.462793178,-1.197863741,0.549782912,1.218316867,0.768749819,0.29817345,-2.021486649,-0.121547241,11.1239391,5.043609351,-3.979739931,-0.835669695,-0.654527249,1.284094238
124,F,-0.111384306,-1.353492473,0.077667582,-0.677764094,1.144305588,-0.040724877,-0.888124334,-0.055622129,10.52688039,5.095006434,-1.894945626,0.785990869,-1.370930847,4.613341257
125,M,-0.108915537,-0.885282166,-0.870179393,2.050547953,0.16373058,-0.709136897,-0.304558519,-0.002061874,-9.982486389,-4.318335148,-2.063188623,-0.629518826,-0.653121051,-1.849276998
126,M,-0.295085403,-1.679161899,0.699386707,-2.428628874,1.035314901,0.475519143,-0.424924276,-0.038356495,23.17603557,7.375242856,-0.72576484,-1.54812848,-1.978646879,3.164869131
127,M,-0.941019844,-0.668265625,0.648586707,-0.766875828,0.679906259,-1.343475017,-0.508938758,-0.038679526,10.48905216,7.519517137,0.832719042,1.687170068,-0.199431027,2.975838745
128,M,0.316820751,-0.613054777,1.528364155,-1.652721342,-0.324794414,0.322328291,0.173999782,-0.14297606,9.559936292,8.376481087,1.372347379,0.89061965,-0.720028507,1.006227604
129,F,-0.099571084,0.356405926,1.0293762,-0.314185019,-0.410509312,0.151457882,-0.93594765,-0.146624179,1.115267215,10.70977937,-3.054818937,0.046113728,1.085397871,-2.240524486
130,M,0.088541096,-1.555577217,0.454174831,0.863750252,0.807582046,-0.139442151,-1.157947633,-0.00722313,6.943916305,-0.612922557,-2.363999161,0.315738815,-1.117265208,0.200530058
131,F,-0.160207064,-1.229653249,-0.421144598,1.159187628,0.264453672,1.720420132,-2.029111547,-0.102692615,17.59648686,15.25845101,-3.750789729,0.461996501,-1.907962434,2.423434829
132,F,0.501304978,-0.270299748,0.319262487,-0.866628866,0.952317071,-0.780867182,-0.32171075,0.117832425,5.953452503,6.73152295,0.953606299,-0.034740392,-1.175181838,0.227767172
133,M,-0.613004492,-1.800871644,-1.9447544,-0.55071233,0.786146706,-0.251183018,-0.568483956,-0.002543901,6.979958452,-7.426286774,1.507456423,2.095941185,1.062307606,-3.411289316
134,F,-0.256092892,-0.303573102,-0.897389493,-0.110364797,0.951071091,-0.410470017,-0.392478616,0.035660533,-10.99417561,-2.524204743,-0.486073836,0.769309844,0.290702316,0.556001526
135,M,0.343540397,-0.208882657,-2.68696275,-0.671328462,2.407970317,-0.307192536,-1.626262576,0.072212813,9.691716145,-3.669141911,-0.464961394,-0.134980177,-0.33046679,0.670905386
136,M,-0.381875164,-1.342679014,-0.001093605,-0.064899275,1.471465286,-0.016792887,-1.460016253,-0.028091029,-3.121801266,-1.454741156,-0.967564307,-1.956346381,1.254095862,0.559098776
137,F,-0.098423898,-0.185050017,-0.579071586,0.561811284,0.524281274,-0.094807003,-1.378563713,-0.211139075,9.951351867,8.338937718,5.20441158,-1.171433982,-1.498298835,-1.761679463
138,F,0.974071792,-1.498616378,0.537722864,-1.78121453,-0.039858426,-0.658487534,1.046089641,0.194868602,8.756132882,6.923617708,1.907606058,-0.678222941,0.197822522,-2.263273683
139,F,0.466211048,-0.253808761,-0.25717388,-0.150097906,0.02571899,0.174617954,-0.114955593,-0.263794527,6.724851385,-7.015293117,-1.898644814,-3.508620072,0.39639736,-0.066527592
140,F,0.056351972,-1.109198033,-0.064786399,0.95121495,1.099240362,-0.424923025,-0.928215715,0.134869179,-2.607902363,8.074144026,1.661050795,-1.613775274,-1.313741141,0.458175584
141,M,0.34813432,-0.648220526,0.506242074,0.319412285,0.043198303,-0.859571571,0.668917587,0.150805141,0.017084078,0.36374746,-1.796947722,-2.044212512,-0.50443072,-0.007295941
142,F,0.587611346,1.406777664,-0.114672211,-0.319022854,0.656994331,-1.157408269,-0.479826203,0.046775316,1.706443678,6.927938577,-6.033345277,-0.47495221,-1.14463269,0.453211191
